Object ID,National Inventory of Dams ID (NID ID),Other Structure ID,Federal ID,Data Last Updated,Dam Name,Other Names,Owner Types,Primary Owner Type,State or Federal Agency ID,Number of Associated Structures,Designer Names,Non-Federal Dam on Federal Property,State Regulated Dam,State Jurisdictional Dam,State Regulatory Agency,State Permitting Authority,State Inspection Authority,State Enforcement Authority,Source Agency,Latitude (North–South),Longitude (East–West),State or Territory,County and State,Nearest City or Town,Distance to Nearest City/Town (Miles),River or Stream,Congressional Representative District,Congressional Representative,Federal Agency Owner,Federal Agency Involvement in Funding,Federal Agency Involvement in Design,Federal Agency Involvement in Construction,Federal Agency Involvement in Regulatory,Federal Agency Involvement in Inspection,Federal Agency Involvement in Operation,Federal Agency Involvement – Other,Primary Purpose,Purposes,Primary Dam Type,Dam Types,Core Types,The material upon which dam is founded,Dam Height (feet),Hydraulic Height (feet),Structural Height (feet),National Inventory of Dams (NID) Height,Dam Length (feet),Dam Volume (cubic yards),Year Completed,National Inventory of Dams (NID) Storage,Maximum Storage,Normal Storage (acre feet),Surface Area (acres),Drainage Area (Square Miles),Maximum Discharge,Spillway Type,Spillway Width (feet),Number of Locks,Length of Locks (feet),Lock Width (feet),Year Modified,Outlet Gates,Number of Associated Structures,Last Inspection Date,Inspection Frequency,Hazard Potential Classification,Dam Condition Assessment,Recent Dam Assessment Date,Emergency Action Plan (EAP) Prepared,Emergency Action Plan (EAP) Last Reviewed Date,SE_ANNO_CAD_DATA,Former Names,Is Associated Structure?,American Indian/Alaska Native/Native Hawaiian,Federally Regulated Dam,Built Under the Authority of the Secretary of Agriculture,Natural Resources Conservation Service (NRCS) Watershed Dam Authorization,Operational Status,Operational Status Date,Website URL,x,y
57860,CA00275,,CA00275,1/19/2024 12:00:00 PM,Miner'S Ranch,,Public Utility,Public Utility,02088-01-01,0,Bechtel,No,Yes,Yes,"DWR, Safety of Dams",Yes,Yes,Yes,FERC,39.5048,-121.4575,California,"Butte, California",Mt Ida Rd Crossing,1,West Fork of North Fork Honcut,"Congressional District 01, California",Doug LaMalfa (R),,,,,Federal Energy Regulatory Commission,Federal Energy Regulatory Commission,,,Hydroelectric,"Hydroelectric, Irrigation, Water Supply",Earth,Earth,Stone,Rock,55,90,57,90,1650,,1962,896,896,815,48.3,0.3,2500,Uncontrolled,100,,,,,,,8/22/2023 12:00:00 PM,1,High,Satisfactory,9/29/2023 12:00:00 PM,,12/20/2021 12:00:00 PM,System.Byte[],,No,,Yes,No,N/A,Normal Operations,9/29/2023 12:00:00 PM,https://www.ferc.gov/dam-safety-and-inspections,-121.4575,39.5048
57861,CA00640,,CA00640,9/13/2024 12:00:00 PM,Wet Meadows,,Private,Private,513.008,0,,Yes,Yes,Yes,"DWR, Division of Safety of Dams",Yes,Yes,Yes,CA,38.6079,-119.866,California,"Alpine, California",,,Tr Pleasant Vy Cr,"Congressional District 03, California",Tom McClintock (R),,,,,,,,,Water Supply,"Irrigation, Water Supply",Earth,Earth,,,28,23,,28,500,,,450,450,,33,0.75,,,,,,,,,,10/5/2023 12:00:00 PM,1,Low,Satisfactory,9/1/2017 12:00:00 PM,,,System.Byte[],,No,,No,No,N/A,Normal Operations,2/22/2023 12:00:00 PM,https://damsafety.org/california,-119.866,38.6079
57863,CA00844,,CA00844,9/13/2024 12:00:00 PM,Maerkle,,Public Utility,Public Utility,1023,0,,No,Yes,Yes,"DWR, Division of Safety of Dams",Yes,Yes,Yes,CA,33.1521,-117.2599,California,"San Diego, California",Carlsbad,1.5,Tr Aqua Hedionda,"Congressional District 49, California",Mike Levin (D),,,,,,,,,Water Supply,"Irrigation, Water Supply",Earth,Earth,,,165,160,,165,800,,1963,600,600,,14,0.02,,,,,,,,,,3/12/2024 12:00:00 PM,1,High,Satisfactory,9/1/2017 12:00:00 PM,,2/1/2023 12:00:00 PM,System.Byte[],,No,,No,No,N/A,Normal Operations,2/22/2023 12:00:00 PM,https://damsafety.org/california,-117.2599,33.1521000000001
57864,CA00950,,CA00950,9/13/2024 12:00:00 PM,Chace Valley,,Private,Private,1243,0,,No,Yes,Yes,"DWR, Division of Safety of Dams",Yes,Yes,Yes,CA,41.1518,-120.8881,California,"Lassen, California",,,Tr Butte Creek,"Congressional District 01, California",Doug LaMalfa (R),,,,,,,,,Water Supply,"Irrigation, Water Supply",Earth,Earth,,,16,12,,16,910,,1955,92,92,,30,1.5,,,,,,,,,,6/17/2024 12:00:00 PM,1,Low,Satisfactory,9/1/2017 12:00:00 PM,,,System.Byte[],,No,,No,No,N/A,Normal Operations,2/22/2023 12:00:00 PM,https://damsafety.org/california,-120.8881,41.1518
57865,CA00961,,CA00961,9/13/2024 12:00:00 PM,Petes Valley,,Private,Private,1256,0,,No,Yes,Yes,"DWR, Division of Safety of Dams",Yes,Yes,Yes,CA,40.5441,-120.4524,California,"Lassen, California",,,Petes Creek,"Congressional District 01, California",Doug LaMalfa (R),,,,,,,,,Water Supply,"Irrigation, Water Supply",Earth,Earth,,,29,20,,29,1360,,1954,240,240,,31,12.44,6355,,,,,,,,,6/5/2024 12:00:00 PM,1,Low,Satisfactory,9/1/2017 12:00:00 PM,,,System.Byte[],,No,,No,No,N/A,Normal Operations,2/22/2023 12:00:00 PM,https://damsafety.org/california,-120.4524,40.5441000000001
57870,CA00087,,CA00087,9/13/2024 12:00:00 PM,Upper Hollywood,,Local Government,Local Government,6.029,0,,No,Yes,Yes,"DWR, Division of Safety of Dams",Yes,Yes,Yes,CA,34.1247,-118.3352,California,"Los Angeles, California",,,Weid Canyon,"Congressional District 30, California",Adam B. Schiff (D),,,,,,,,,Other,"Other, Water Supply",Earth,Earth,,,87,82,,87,368,,1933,196,196,,8,0.37,,,,,,,,,,9/27/2023 12:00:00 PM,1,Low,Satisfactory,9/1/2017 12:00:00 PM,,,System.Byte[],,No,,No,No,N/A,Normal Operations,2/22/2023 12:00:00 PM,https://damsafety.org/california,-118.3352,34.1247000000001
57871,CA00207,,CA00207,9/13/2024 12:00:00 PM,Bon Tempe,,Public Utility,Public Utility,33.006,0,,No,Yes,Yes,"DWR, Division of Safety of Dams",Yes,Yes,Yes,CA,37.9575,-122.6098,California,"Marin, California",Lagunitas,8,Lagunitas Creek,"Congressional District 02, California",Jared Huffman (D),,,,,,,,,Other,"Other, Water Supply",Earth,Earth,,,98,94,,98,1150,,1949,4300,4300,,140,2.71,,,,,,,,,,9/12/2023 12:00:00 PM,1,High,Satisfactory,9/1/2017 12:00:00 PM,,5/28/2024 12:00:00 PM,System.Byte[],,No,,No,No,N/A,Normal Operations,2/22/2023 12:00:00 PM,https://damsafety.org/california,-122.6098,37.9575
57872,CA00384,,CA00384,1/19/2024 12:00:00 PM,Twin Lake,,Private,Private,00137-03-01,0,,No,Yes,Yes,"DWR, Safety of Dams",Yes,Yes,Yes,FERC,38.6089,-119.944518,California,"Alpine, California",Kirkwood                                          ,2,North Fork Mokelumne River-tr ,"Congressional District 03, California",Tom McClintock (R),,,,,Federal Energy Regulatory Commission,Federal Energy Regulatory Commission,,,Hydroelectric,Hydroelectric,Earth,Earth,,,22,,,22,1520,,1903,21581,21581,1210,600,13.5,12400,Uncontrolled,17,,,,,,,9/7/2022 12:00:00 PM,3,Low,Satisfactory,9/29/2023 12:00:00 PM,,1/3/2023 12:00:00 PM,System.Byte[],,No,,Yes,No,N/A,Normal Operations,9/29/2023 12:00:00 PM,https://www.ferc.gov/dam-safety-and-inspections,-119.944518,38.6089000000001
57873,CA00462,,CA00462,4/2/2025 12:00:00 PM,Huffman Antelope,,Private,Private,112.002,0,,Yes,Yes,Yes,"DWR, Division of Safety of Dams",Yes,Yes,Yes,CA,41.576,-120.7873,California,"Modoc, California",,,Clover Swale,"Congressional District 01, California",Doug LaMalfa (R),,,,,,,,,Water Supply,"Irrigation, Water Supply",Earth,Earth,,,15,10,,15,1027,,1922,1550,1550,,332,36,,,,,,,,,,6/26/2024 12:00:00 PM,1,Low,Satisfactory,9/1/2017 12:00:00 PM,,,System.Byte[],,No,,No,No,N/A,Normal Operations,2/22/2023 12:00:00 PM,https://damsafety.org/california,-120.7873,41.5760000000001
57874,CA00471,,CA00471,11/13/2024 12:00:00 PM,Little Juniper,,Private,Private,136,0,,No,Yes,Yes,"DWR, Division of Safety of Dams",Yes,Yes,Yes,CA,41.3422,-120.4848,California,"Modoc, California",,,L Juniper Crk,"Congressional District 01, California",Doug LaMalfa (R),,,,,,,,,Other,"Irrigation, Other, Water Supply",Earth,Earth,,,22,17,,22,1530,,1926,1370,1370,,160,9,,,,,,,,,,11/29/2023 12:00:00 PM,1,Significant,Satisfactory,9/1/2017 12:00:00 PM,,7/15/2024 12:00:00 PM,System.Byte[],,No,,No,No,N/A,Normal Operations,2/22/2023 12:00:00 PM,https://damsafety.org/california,-120.4848,41.3422
57875,CA00211,,CA00211,11/25/2024 12:00:00 PM,Juncal,,Public Utility,Public Utility,34.002,0,,Yes,Yes,Yes,"DWR, Division of Safety of Dams",Yes,Yes,Yes,CA,34.4929,-119.5083,California,"Santa Barbara, California",None,0,Santa Ynez Rv,"Congressional District 24, California",Salud O. Carbajal (D),,,,,,,,,Other,"Irrigation, Other, Water Supply",Arch,Arch,,,160,154,,160,430,,1930,6140,6140,,138,14.57,11995,,,,,,,,,6/18/2024 12:00:00 PM,1,High,Satisfactory,9/1/2017 12:00:00 PM,,4/3/2020 12:00:00 PM,System.Byte[],,No,,No,No,N/A,Normal Operations,2/22/2023 12:00:00 PM,https://damsafety.org/california,-119.5083,34.4929000000001
57876,CA00568,,CA00568,9/13/2024 12:00:00 PM,Peters,,Private,Private,393,0,,No,Yes,Yes,"DWR, Division of Safety of Dams",Yes,Yes,Yes,CA,39.0018,-123.0118,California,"Lake, California",,,Benmore Creek,"Congressional District 04, California",Mike Thompson (D),,,,,,,,,Other,"Irrigation, Other, Water Supply",Earth,Earth,,,32,26,,32,465,,1940,112,112,,11,0.29,,,,,,,,,,2/16/2024 12:00:00 PM,1,Low,Satisfactory,9/1/2017 12:00:00 PM,,,System.Byte[],,No,,No,No,N/A,Normal Operations,2/22/2023 12:00:00 PM,https://damsafety.org/california,-123.0118,39.0018000000001
57877,CA00572,,CA00572,11/12/2024 12:00:00 PM,Coyote Creek,,Private,Private,397,0,,No,Yes,Yes,"DWR, Division of Safety of Dams",Yes,Yes,Yes,CA,38.81,-122.5691,California,"Lake, California",Hidden Valley Lake,0.1,Coyote Creek,"Congressional District 04, California",Mike Thompson (D),,,,,,,,,Water Supply,"Recreation, Water Supply",Earth,Earth,,,92,84,,92,410,,1968,3375,3375,,100,5.5,,,,,,,,,,3/7/2024 12:00:00 PM,1,High,Satisfactory,9/1/2017 12:00:00 PM,,12/22/2021 12:00:00 PM,System.Byte[],,No,,No,No,N/A,Normal Operations,2/22/2023 12:00:00 PM,https://damsafety.org/california,-122.5691,38.8100000000001
57878,CA00580,,CA00580,9/13/2024 12:00:00 PM,Orville,,Private,Private,413.006,0,,No,Yes,Yes,"DWR, Division of Safety of Dams",Yes,Yes,Yes,CA,38.5882,-122.4646,California,"Napa, California",Angwin,1,Angwin Creek,"Congressional District 04, California",Mike Thompson (D),,,,,,,,,Water Supply,"Irrigation, Recreation, Water Supply",Earth,Earth,,,28,25,,28,725,,1959,89,89,,10,0.69,,,,,,,,,,8/24/2023 12:00:00 PM,1,High,Satisfactory,9/1/2017 12:00:00 PM,,7/7/2021 12:00:00 PM,System.Byte[],,No,,No,No,N/A,Normal Operations,2/22/2023 12:00:00 PM,https://damsafety.org/california,-122.4646,38.5882
57879,CA00293,,CA00293,11/12/2024 12:00:00 PM,James J. Lenihan,,Public Utility,Public Utility,72.008,0,,No,Yes,Yes,"DWR, Division of Safety of Dams",Yes,Yes,Yes,CA,37.2015,-121.988,California,"Santa Clara, California",Los Gatos,1.5,Los Gatos Crk,"Congressional District 16, California",Anna G. Eshoo (D),,,,,,,,,Water Supply,"Irrigation, Water Supply",Earth,Earth,,,208,188,,208,810,,1953,21430,21430,,450,27.7,,,,,,,,,,11/28/2023 12:00:00 PM,1,High,Fair,2/8/2022 12:00:00 PM,,8/11/2023 12:00:00 PM,System.Byte[],,No,,No,No,N/A,"Under Investigation, Planning, Permitting, or Design for Remediation",2/22/2023 12:00:00 PM,https://damsafety.org/california,-121.988,37.2015000000001
57880,CA00299,,CA00299,9/13/2024 12:00:00 PM,North Fork,,Public Utility,Public Utility,77,0,,No,Yes,Yes,"DWR, Division of Safety of Dams",Yes,Yes,Yes,CA,37.0498,-121.2921,California,"Santa Clara, California",Hollister,7,Pacheco Creek,"Congressional District 18, California",Zoe Lofgren (D),,,,,,,,,Water Supply,"Irrigation, Water Supply",Earth,Earth,,,100,88,,100,600,,1939,6150,6150,,197,67.2,,,,,,,,,,2/7/2024 12:00:00 PM,1,High,Poor,9/1/2017 12:00:00 PM,,,System.Byte[],,No,,No,No,N/A,"Under Investigation, Planning, Permitting, or Design for Remediation",2/22/2023 12:00:00 PM,https://damsafety.org/california,-121.2921,37.0498000000001
57881,CA00793,,CA00793,11/25/2024 12:00:00 PM,Middle Fork Brush Creek,,Local Government,Local Government,1002.003,0,USDA NRCS,No,Yes,Yes,"DWR, Division of Safety of Dams",Yes,Yes,Yes,CA,38.4868,-122.6726,California,"Sonoma, California",Santa Rosa,0.1,Mfk Brush Cr,"Congressional District 02, California",Mike Thompson (D),,Natural Resources Conservation Service,Natural Resources Conservation Service,Natural Resources Conservation Service,,Natural Resources Conservation Service,,,Flood Risk Reduction,Flood Risk Reduction,Earth,Earth,,,37,30,,37,1100,,1961,138,138,,20,2.24,,,,,,,,,,4/24/2024 12:00:00 PM,1,High,Satisfactory,9/1/2017 12:00:00 PM,,11/10/2021 12:00:00 PM,System.Byte[],,No,,No,Yes,Watershed Protection and Flood Prevention Act of 1954 (Public Law 83-566),Normal Operations,2/22/2023 12:00:00 PM,https://damsafety.org/california,-122.6726,38.4868000000001
57882,CA00801,,CA00801,9/13/2024 12:00:00 PM,Pigeon Pass,,Local Government,Local Government,1003.006,0,,No,Yes,Yes,"DWR, Division of Safety of Dams",Yes,Yes,Yes,CA,33.9532,-117.2535,California,"Riverside, California",Moreno Valley,0.8,Pigeon Pass,"Congressional District 39, California",Mark Takano (D),,,,,,,,,Flood Risk Reduction,Flood Risk Reduction,Earth,Earth,,,40,30,,40,2915,,1958,900,900,,86,,,,,,,,,,,12/5/2023 12:00:00 PM,1,High,Satisfactory,9/1/2017 12:00:00 PM,,10/31/2013 12:00:00 PM,System.Byte[],,No,,No,No,N/A,Normal Operations,2/22/2023 12:00:00 PM,https://damsafety.org/california,-117.2535,33.9532
57883,CA00869,,CA00869,9/13/2024 12:00:00 PM,Walnut Canyon,,Local Government,Local Government,1037,0,,No,Yes,Yes,"DWR, Division of Safety of Dams",Yes,Yes,Yes,CA,33.8412,-117.7525,California,"Orange, California",Anaheim,1.5,Walnut Canyon,"Congressional District 40, California",Katie Porter (D),,,,,,,,,Water Supply,Water Supply,Earth,Earth,,,187,181,,187,930,,1968,2570,2570,,47,0.33,,,,,,,,,,3/21/2024 12:00:00 PM,1,High,Satisfactory,9/1/2017 12:00:00 PM,,7/14/2021 12:00:00 PM,System.Byte[],,No,,No,No,N/A,Normal Operations,2/22/2023 12:00:00 PM,https://damsafety.org/california,-117.7525,33.8412000000001
57884,CA00982,,CA00982,11/11/2024 12:00:00 PM,Robert L. Matheson,,Private,Private,1413,0,,No,Yes,Yes,"DWR, Division of Safety of Dams",Yes,Yes,Yes,CA,38.5124,-122.2779,California,"Napa, California",St. Helena,0,Elder Creek,"Congressional District 04, California",Mike Thompson (D),,,,,,,,,Water Supply,"Irrigation, Water Supply",Earth,Earth,,,32,26,,32,390,,1954,90,90,,12,1.7,,,,,,,,,,3/27/2024 12:00:00 PM,1,High,Satisfactory,9/1/2017 12:00:00 PM,,11/16/2022 12:00:00 PM,System.Byte[],,No,,No,No,N/A,Normal Operations,2/22/2023 12:00:00 PM,https://damsafety.org/california,-122.2779,38.5124000000001
57885,CA00687,,CA00687,11/11/2024 12:00:00 PM,Higuera,,Private,Private,629,0,,No,Yes,Yes,"DWR, Division of Safety of Dams",Yes,Yes,Yes,CA,37.4599,-121.8942,California,"Santa Clara, California",Milpitas,0.2,So Calera Cr,"Congressional District 17, California",Ro Khanna (D),,,,,,,,,Water Supply,"Irrigation, Water Supply",Earth,Earth,,,44,36,,44,525,,1953,65,65,,4,0.6,,,,,,,,,,2/20/2024 12:00:00 PM,1,High,Satisfactory,9/1/2017 12:00:00 PM,,8/16/2024 12:00:00 PM,System.Byte[],,No,,No,No,N/A,Normal Operations,2/22/2023 12:00:00 PM,https://damsafety.org/california,-121.8942,37.4599000000001
57891,CA00048,,CA00048,11/8/2024 12:00:00 PM,Patterson,,State,State,1.062,0,,No,Yes,Yes,"DWR, Division of Safety of Dams",Yes,Yes,Yes,CA,37.6985,-121.6836,California,"Alameda, California",Livermore,0.25,Offstream,"Congressional District 14, California",Eric Swalwell (D),,,,,,,,,Water Supply,Water Supply,Earth,Earth,,,39,36,,39,1275,,1962,104,104,,4,0,,,,,,,,,,11/9/2023 12:00:00 PM,1,High,Fair,1/8/2021 12:00:00 PM,,2/15/2024 12:00:00 PM,System.Byte[],,No,,No,No,N/A,"Under Investigation, Planning, Permitting, or Design for Remediation",2/22/2023 12:00:00 PM,https://damsafety.org/california,-121.6836,37.6985
57892,CA00217,,CA00217,9/13/2024 12:00:00 PM,Garvey Reservoir,,Public Utility,Public Utility,35.006,0,,No,Yes,Yes,"DWR, Division of Safety of Dams",Yes,Yes,Yes,CA,34.0507,-118.1155,California,"Los Angeles, California",Monterey Park,0.1,Tr Rio Hondo,"Congressional District 28, California",Judy Chu (D),,,,,,,,,Water Supply,Water Supply,Earth,Earth,,,160,153,,160,5164,,1954,1610,1610,,38,0,,,,,,,,,,2/6/2024 12:00:00 PM,1,High,Satisfactory,9/1/2017 12:00:00 PM,,1/17/2024 12:00:00 PM,System.Byte[],,No,,No,No,N/A,Normal Operations,2/22/2023 12:00:00 PM,https://damsafety.org/california,-118.1155,34.0507000000001
57895,CA00399,,CA00399,1/19/2024 12:00:00 PM,Cape Horn,Van Arsdale,Private,Private,00077-01-01,0,,No,Yes,Yes,"DWR, Safety of Dams",Yes,Yes,Yes,FERC,39.386054,-123.116259,California,"Mendocino, California",None                                              ,,Eel River                     ,"Congressional District 02, California",Jared Huffman (D),,,,,Federal Energy Regulatory Commission,Federal Energy Regulatory Commission,,,Hydroelectric,Hydroelectric,Earth,"Concrete, Earth",Multi-Arch,Unlisted/Unknown,60,53,63,63,520,,1907,390,390,102,65,349,115000,Uncontrolled,283,,,,,,,6/28/2023 12:00:00 PM,1,High,Fair,9/29/2023 12:00:00 PM,,12/30/2022 12:00:00 PM,System.Byte[],,No,,Yes,No,N/A,Under Remediation,9/29/2023 12:00:00 PM,https://www.ferc.gov/dam-safety-and-inspections,-123.116259,39.3860540000001
57896,CA00484,,CA00484,4/2/2025 12:00:00 PM,Kramer,,Private,Private,156.006,0,,No,Yes,Yes,"DWR, Division of Safety of Dams",Yes,Yes,Yes,CA,41.1843,-121.2112,California,"Lassen, California",,,Widow Valley Creek,"Congressional District 01, California",Doug LaMalfa (R),,,,,,,,,Other,"Irrigation, Other, Water Supply",Earth,Earth,,,31,19,,31,400,,1937,118,118,,20,27.7,,,,,,,,,,10/3/2023 12:00:00 PM,1,Low,Satisfactory,9/1/2017 12:00:00 PM,,,System.Byte[],,No,,No,No,N/A,Normal Operations,2/22/2023 12:00:00 PM,https://damsafety.org/california,-121.2112,41.1843000000001
57897,CA00322,,CA00322,4/2/2025 12:00:00 PM,Lake Angela,,Public Utility,Public Utility,89.002,0,,No,Yes,Yes,"DWR, Division of Safety of Dams",Yes,Yes,Yes,CA,39.3225,-120.3279,California,"Nevada, California",,,Tr Sfk Yuba Rv,"Congressional District 03, California",Doug LaMalfa (R),,,,,,,,,Water Supply,"Tailings, Water Supply",Gravity,Gravity,,,28,28,,28,820,,1924,310,310,,18,0.2,,,,,,,,,,11/7/2023 12:00:00 PM,1,High,Satisfactory,11/19/2020 12:00:00 PM,,1/12/2023 12:00:00 PM,System.Byte[],,No,,No,No,N/A,Normal Operations,2/22/2023 12:00:00 PM,https://damsafety.org/california,-120.3279,39.3225
57898,CA01361,,CA01361,9/13/2024 12:00:00 PM,Agua Chinon,,Local Government,Local Government,1012.017,0,,No,Yes,Yes,"DWR, Division of Safety of Dams",Yes,Yes,Yes,CA,33.6888,-117.6954,California,"Orange, California",Irvine,0.7,Agua Chinon Wash,"Congressional District 47, California",Katie Porter (D),,,,,,,,,Debris Control,"Debris Control, Flood Risk Reduction",Earth,Earth,,,41,31,,41,480,,1998,256,256,,16,2.17,,,,,,,,,,9/13/2023 12:00:00 PM,1,High,Satisfactory,9/1/2017 12:00:00 PM,,10/5/2021 12:00:00 PM,System.Byte[],,No,,No,No,N/A,Normal Operations,2/22/2023 12:00:00 PM,https://damsafety.org/california,-117.6954,33.6888000000001
57899,CA01362,,CA01362,9/13/2024 12:00:00 PM,Dutcher Creek,,Private,Private,1428.002,0,,No,Yes,Yes,"DWR, Division of Safety of Dams",Yes,Yes,Yes,CA,38.7573,-122.993,California,"Sonoma, California",Asti,0.6,Tr Borrelli Creek,"Congressional District 02, California",Jared Huffman (D),,,,,,,,,Water Supply,"Irrigation, Water Supply",Earth,Earth,,,43,38,,43,790,,1992,186,186,,9,0.51,,,,,,,,,,1/30/2024 12:00:00 PM,1,High,Satisfactory,9/1/2017 12:00:00 PM,,2/16/2024 12:00:00 PM,System.Byte[],,No,,No,No,N/A,Normal Operations,2/22/2023 12:00:00 PM,https://damsafety.org/california,-122.993,38.7573
57906,CA01085,,CA01085,9/13/2024 12:00:00 PM,Henry J. Mills Reservoir,,Public Utility,Public Utility,35.014,0,,No,Yes,Yes,"DWR, Division of Safety of Dams",Yes,Yes,Yes,CA,33.9208,-117.3216,California,"Riverside, California",Mission Grove,0.1,Offstream,"Congressional District 39, California",Mark Takano (D),,,,,,,,,Water Supply,Water Supply,Earth,Earth,,,23,19,,23,2038,,1979,83,83,,6,0,,,,,,,,,,11/14/2023 12:00:00 PM,1,High,Satisfactory,9/1/2017 12:00:00 PM,,5/23/2024 12:00:00 PM,System.Byte[],,No,,No,No,N/A,Normal Operations,2/22/2023 12:00:00 PM,https://damsafety.org/california,-117.3216,33.9208
57908,CA01208,,CA01208,9/13/2024 12:00:00 PM,Halls Meadows,,Private,Private,1125,0,,No,Yes,Yes,"DWR, Division of Safety of Dams",Yes,Yes,Yes,CA,41.6406,-120.3287,California,"Modoc, California",,,Couch Creek,"Congressional District 01, California",Doug LaMalfa (R),,,,,,,,,Water Supply,"Irrigation, Water Supply",Earth,Earth,,,13,10,,13,1040,,1941,581,581,,137,1.2,,,,,,,,,,10/25/2023 12:00:00 PM,1,Low,Satisfactory,9/1/2017 12:00:00 PM,,,System.Byte[],,No,,No,No,N/A,Normal Operations,2/22/2023 12:00:00 PM,https://damsafety.org/california,-120.3287,41.6406000000001
57910,CA01499,,CA01499,9/13/2024 12:00:00 PM,Gardella,,State,State,1.092,0,,No,Yes,Yes,"DWR, Division of Safety of Dams",Yes,Yes,Yes,CA,37.891,-120.4335,California,"Tuolumne, California",,,Tributary To Woods Creek,"Congressional District 05, California",Tom McClintock (R),,,,,,,,,Water Supply,"Irrigation, Water Supply",Earth,Earth,,,69,63,,69,980,,2009,370,370,,17.4,0.08,,,,,,,,,,12/12/2023 12:00:00 PM,1,Low,Satisfactory,9/1/2017 12:00:00 PM,,,System.Byte[],,No,,No,No,N/A,Normal Operations,2/22/2023 12:00:00 PM,https://damsafety.org/california,-120.4335,37.8910000000001
57927,CA01010,,CA01010,9/13/2024 12:00:00 PM,Green Oaks #1,,Private,Private,1604.002,0,,No,Yes,Yes,"DWR, Division of Safety of Dams",Yes,Yes,Yes,CA,37.1275,-122.3174,California,"San Mateo, California",,,Green Oaks Creek,"Congressional District 16, California",Anna G. Eshoo (D),,,,,,,,,Other,"Other, Water Supply",Earth,Earth,,,39,36,,39,880,,1936,322,322,,22,1.08,,,,,,,,,,5/21/2024 12:00:00 PM,1,Low,Satisfactory,9/1/2017 12:00:00 PM,,,System.Byte[],,No,,No,No,N/A,Normal Operations,2/22/2023 12:00:00 PM,https://damsafety.org/california,-122.3174,37.1275000000001
57930,CA01113,,CA01113,11/13/2024 12:00:00 PM,30 Mg Central Reservoir,,Local Government,Local Government,1087,0,,No,Yes,Yes,"DWR, Division of Safety of Dams",Yes,Yes,Yes,CA,33.926,-117.9091,California,"Orange, California",La Habra,0.1,Offstream,"Congressional District 45, California","Gil Ray Cisneros, Jr. (D)",,,,,,,,,Water Supply,Water Supply,Earth,Earth,,,30,26,,30,1596,,1924,92,92,,5,0,,,,,,,,,,3/21/2024 12:00:00 PM,1,High,Satisfactory,9/1/2017 12:00:00 PM,,2/4/2021 12:00:00 PM,System.Byte[],,No,,No,No,N/A,Normal Operations,2/22/2023 12:00:00 PM,https://damsafety.org/california,-117.9091,33.926
57931,CA01392,,CA01392,9/13/2024 12:00:00 PM,Lakeview,,Local Government,Local Government,1003.016,0,,No,Yes,Yes,"DWR, Division of Safety of Dams",Yes,Yes,Yes,CA,33.8157,-117.1036,California,"Riverside, California",Nuevo,0,Tr San Jacinto Riv,"Congressional District 41, California",Ken Calvert (R),,,,,,,,,Flood Risk Reduction,Flood Risk Reduction,Earth,Earth,,,37,27,,37,3100,,1994,530,530,,39,7.6,,,,,,,,,,12/5/2023 12:00:00 PM,1,High,Satisfactory,9/1/2017 12:00:00 PM,,10/31/2013 12:00:00 PM,System.Byte[],,No,,No,No,N/A,Normal Operations,2/22/2023 12:00:00 PM,https://damsafety.org/california,-117.1036,33.8157
57932,CA01414,,CA01414,9/13/2024 12:00:00 PM,Hicks Canyon Retention Basin,,Local Government,Local Government,1012.014,0,,No,Yes,Yes,"DWR, Division of Safety of Dams",Yes,Yes,Yes,CA,33.7361,-117.7164,California,"Orange, California",,,Hicks Can Wash,"Congressional District 47, California",Katie Porter (D),,,,,,,,,Debris Control,"Debris Control, Flood Risk Reduction",Earth,Earth,,,60,51,,60,806,,1997,110,110,,8,0.83,,,,,,,,,,9/13/2023 12:00:00 PM,1,Low,Satisfactory,9/1/2017 12:00:00 PM,,,System.Byte[],,No,,No,No,N/A,Normal Operations,2/22/2023 12:00:00 PM,https://damsafety.org/california,-117.7164,33.7361000000001
57933,CA01545,,CA01545,9/13/2024 12:00:00 PM,Silacci,,Private,Private,650,0,,No,Yes,Yes,"DWR, Division of Safety of Dams",Yes,Yes,Yes,CA,36.7006,-121.5619,California,"Monterey, California",,,unnamed,"Congressional District 18, California",Jimmy Panetta (D),,,,,,,,,"Fire Protection, Stock, Or Small Fish Pond","Fire Protection, Stock, Or Small Fish Pond",Earth,Earth,,,32,29,,32,750,,1915,133.19,133.19,,13,,,,,,,,,,,5/14/2024 12:00:00 PM,1,Significant,Fair,9/1/2017 12:00:00 PM,,,System.Byte[],,No,,No,No,N/A,"Under Investigation, Planning, Permitting, or Design for Remediation",2/22/2023 12:00:00 PM,https://damsafety.org/california,-121.5619,36.7006000000001
